SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,CATEGORY,SHARPE_RATIO_1Y,SHARPE_RATIO_3Y,SHARPE_RATIO_5Y,BETA_1Y,BETA_3Y,BETA_5Y,INFO_RATIO_3Y,INFO_RATIO_5Y
F00000H4GC                    ,AMP Flexible Lifetime - Allocated Pension Mod Conservative Index,AMP Super Moderately Conservative Index,Equity,1.95,0.94,1.52,0.8,0.87,0.87,-1.69,-1.79523
F00000H4HH                    ,AMP SignatureSuper Alloc Pen Moderately Conservative Index,AMP Super Moderately Conservative Index,Equity,2.28,1.11,1.69,0.79,0.87,0.87,-1.07,-1.11937
F00000H4HT                    ,AMP SignatureSuper Moderately Conservative Index,AMP Super Moderately Conservative Index,Equity,2.29,1.1,1.69,0.75,0.81,0.81,-1.33,-1.48197
F000005MM5                    ,ANZ ASA Vanguard International Idx,ANZ ASA Vanguard International Idx,Equity,2.18,1.18,1.69,0.89,<null>,<null>,<null>,<null>
F000005GF4                    ,ANZ OA Pen-MoneyForLife Index Balanced DEF,ANZ MoneyForLife Index Balanced,Equity,3.2,0.69,1.14,0.66,1.03,1.05,-0.87,-0.83276
F000005GF6                    ,ANZ OA Pen-MoneyForLife Index Balanced EF,ANZ MoneyForLife Index Balanced,Equity,3.49,0.81,1.27,0.66,1.03,1.05,-0.58,-0.52526
F000005GEV                    ,ANZ OA Sup-MoneyForLife Index Balanced DEF,ANZ MoneyForLife Index Balanced,Equity,3.16,0.7,1.14,0.59,0.92,0.94,-1.09,-1.19838
F000005GEU                    ,ANZ OA Sup-MoneyForLife Index Balanced EF,ANZ MoneyForLife Index Balanced,Equity,3.42,0.82,1.26,0.59,0.92,0.94,-0.82,-0.91383
F00000LN20                    ,OA Frontier AP-MoneyForLife Index Balanced,ANZ MoneyForLife Index Balanced,Equity,3.81,0.96,1.42,0.66,1.03,1.05,-0.26,-0.1786
F00000LN21                    ,OA Frontier PS-MoneyForLife Index Balanced,ANZ MoneyForLife Index Balanced,Equity,3.76,0.96,1.41,0.59,0.92,0.94,-0.51,-0.57265
F000005GF5                    ,OnePath OA AP-MoneyForLife Index Balanced-EF/Sel,ANZ MoneyForLife Index Balanced,Equity,3.49,0.81,1.27,0.66,1.03,1.05,-0.58,-0.52601
F000005GF7                    ,OnePath OA AP-MoneyForLife Index Balanced-NEF,ANZ MoneyForLife Index Balanced,Equity,3.2,0.69,1.14,0.66,1.03,1.05,-0.87,-0.83335
F000005GFG                    ,OnePath OA PS-MoneyForLife Index Balanced-EF/Sel,ANZ MoneyForLife Index Balanced,Equity,3.42,0.82,1.26,0.59,0.92,0.94,-0.82,-0.91349
F000005GFE                    ,OnePath OA PS-MoneyForLife Index Balanced-NEF,ANZ MoneyForLife Index Balanced,Equity,3.16,0.7,1.13,0.59,0.92,0.94,-1.09,-1.19847
F000005GF0                    ,ANZ OA Pen-MoneyForLife Index Conservative DEF,ANZ MoneyForLife Indx Conservative,Equity,2.45,0.66,1.1,0.67,0.98,1.03,-1.39,-1.49287
F000005GF2                    ,ANZ OA Pen-MoneyForLife Index Conservative EF,ANZ MoneyForLife Indx Conservative,Equity,2.88,0.87,1.32,0.67,0.98,1.03,-0.95,-0.99755
F000005GEZ                    ,ANZ OA Sup-MoneyForLife Index Conservative DEF,ANZ MoneyForLife Indx Conservative,Equity,2.37,0.66,1.09,0.6,0.88,0.92,-1.66,-1.9413
F000005GEX                    ,ANZ OA Sup-MoneyForLife Index Conservative EF,ANZ MoneyForLife Indx Conservative,Equity,2.8,0.86,1.3,0.6,0.88,0.92,-1.25,-1.48205
F00000LN22                    ,OA Frontier AP-MoneyForLife Index Conservative,ANZ MoneyForLife Indx Conservative,Equity,3.39,1.11,1.57,0.67,0.98,1.03,-0.44,-0.43547
F00000LN23                    ,OA Frontier PS-MoneyForLife Index Conservative,ANZ MoneyForLife Indx Conservative,Equity,3.31,1.09,1.55,0.59,0.88,0.92,-0.76,-0.92387
F000005GF9                    ,OnePath OA AP-MoneyForLife Index Conservative-EF/Sel,ANZ MoneyForLife Indx Conservative,Equity,2.88,0.87,1.32,0.67,0.98,1.03,-0.95,-0.99759
F000005GFB                    ,OnePath OA AP-MoneyForLife Index Conservative-NEF,ANZ MoneyForLife Indx Conservative,Equity,2.44,0.66,1.1,0.67,0.98,1.03,-1.39,-1.49338
F000005GFC                    ,OnePath OA PS-MoneyForLife Index Conservative-EF/Sel,ANZ MoneyForLife Indx Conservative,Equity,2.8,0.86,1.3,0.6,0.88,0.92,-1.25,-1.47884
F000005GFA                    ,OnePath OA PS-MoneyForLife Index Conservative-NEF,ANZ MoneyForLife Indx Conservative,Equity,2.37,0.66,1.09,0.6,0.88,0.92,-1.66,-1.94342
F000005MM1                    ,ANZ ASA-Vanguard Australian Shares Index,ANZ Vanguard Australian Shr Index,Equity,2.16,0.66,0.94,0.86,0.88,0.88,0,-0.39995
F0AUS06H5W                    ,ANZ OA Pen-Vanguard Australian Shares Index EF,ANZ Vanguard Australian Shr Index,Equity,2,0.59,0.86,0.95,0.98,0.98,-0.17,-0.62204
F0AUS06H5X                    ,ANZ OA Pen-Vanguard Australian Shares Index NEF,ANZ Vanguard Australian Shr Index,Equity,1.89,0.52,0.79,0.95,0.97,0.98,-1.3,-1.71347
F0AUS06H9Q                    ,ANZ OA Sup-Vanguard Australian Shares Index EF,ANZ Vanguard Australian Shr Index,Equity,2.01,0.58,0.85,0.86,0.88,0.88,-0.6,-1.00666
F0AUS06H9R                    ,ANZ OA Sup-Vanguard Australian Shares Index NEF,ANZ Vanguard Australian Shr Index,Equity,1.91,0.51,0.78,0.86,0.88,0.88,-1.02,-1.43999
F0AUS06HDE                    ,ANZ OA TAP-Vanguard Australian Shares Index EF,ANZ Vanguard Australian Shr Index,Equity,2,0.59,0.86,0.95,0.98,0.98,-0.17,-0.62184
F0AUS06HDF                    ,ANZ OA TAP-Vanguard Australian Shares Index NEF,ANZ Vanguard Australian Shr Index,Equity,1.89,0.52,0.79,0.95,0.97,0.98,-1.3,-1.71158
F00000LN49                    ,OA Frontier AP-Vanguard Australian Shares Index,ANZ Vanguard Australian Shr Index,Equity,2.11,0.66,0.93,0.96,0.98,0.98,1.02,0.5311
F00000LN37                    ,OA Frontier PS-Vanguard Australian Shares Index,ANZ Vanguard Australian Shr Index,Equity,2.13,0.65,0.92,0.86,0.88,0.88,-0.11,-0.50113
F0AUS05K3G                    ,OnePath Integra-Vanguard Australian Shares Index,ANZ Vanguard Australian Shr Index,Equity,1.95,0.57,0.85,0.88,0.87,0.83,-0.22,-0.41171
F0AUS060A3                    ,OnePath OA AP-Vanguard Australian Shares Index-EF/Sel,ANZ Vanguard Australian Shr Index,Equity,1.86,0.61,0.88,1.05,0.88,0.91,0.03,-0.01248
F0AUS060A4                    ,OnePath OA AP-Vanguard Australian Shares Index-NEF,ANZ Vanguard Australian Shr Index,Equity,1.77,0.55,0.81,1.05,0.87,0.91,-0.11,-0.17367
F0AUS0609J                    ,OnePath OA PS-Vanguard Australian Shares Index-EF/Sel,ANZ Vanguard Australian Shr Index,Equity,1.88,0.6,0.87,0.94,0.79,0.82,-0.13,-0.24823
F0AUS0609K                    ,OnePath OA PS-Vanguard Australian Shares Index-NEF,ANZ Vanguard Australian Shr Index,Equity,1.79,0.54,0.8,0.94,0.79,0.82,-0.25,-0.38833
F0AUS060AR                    ,OnePath OA TAP-Vanguard Australian Shares Index-EF/Sel,ANZ Vanguard Australian Shr Index,Equity,1.86,0.61,0.88,1.05,0.88,0.91,0.03,-0.01231
F0AUS060AS                    ,OnePath OA TAP-Vanguard Australian Shares Index-NEF,ANZ Vanguard Australian Shr Index,Equity,1.77,0.55,0.81,1.05,0.88,0.91,-0.11,-0.17348
F000005MLD                    ,ANZ ASA Vanguard International Idx Hgd,ANZ Vanguard International Index H,Equity,5.7,1.02,1.55,0.23,<null>,<null>,<null>,<null>
F00000LN2A                    ,OA Frontier AP-Vanguard International Shares Index (Hedged),ANZ Vanguard International Index H,Equity,5.77,1.02,1.55,0.24,<null>,<null>,<null>,<null>
F00000LN2B                    ,OA Frontier PS-Vanguard International Shares Index (Hedged),ANZ Vanguard International Index H,Equity,5.67,1.01,1.54,0.23,<null>,<null>,<null>,<null>
F0AUS06GZI                    ,ANZ OA Inv-Vanguard International Shares Index Trust EF,ANZ Vanguard International Shares Idx,Equity,2.04,1.03,1.53,1,<null>,<null>,<null>,<null>
F0AUS06GZJ                    ,ANZ OA Inv-Vanguard International Shares Index Trust NEF,ANZ Vanguard International Shares Idx,Equity,1.96,0.97,1.47,1,<null>,<null>,<null>,<null>
F00000LKYD                    ,OA Frontier IP-Vanguard International Shares Index,ANZ Vanguard International Shares Idx,Equity,2.14,1.12,1.62,1,<null>,<null>,<null>,<null>
F0AUS06H9S                    ,ANZ OA Sup-Vanguard International Shares Index Hedged EF,ANZ Vanguard Intl Shares Idx,Equity,5.45,0.93,1.46,0.91,<null>,<null>,<null>,<null>
F0AUS06H9T                    ,ANZ OA Sup-Vanguard International Shares Index Hedged NEF,ANZ Vanguard Intl Shares Idx,Equity,5.24,0.86,1.38,0.91,<null>,<null>,<null>,<null>
F0AUS06HDG                    ,ANZ OA TAP-Vanguard International Shares Index Hedged EF,ANZ Vanguard Intl Shares Idx,Equity,5.54,0.95,1.47,1,<null>,<null>,<null>,<null>
F0AUS06HDH                    ,ANZ OA TAP-Vanguard International Shares Index Hedged NEF,ANZ Vanguard Intl Shares Idx,Equity,5.32,0.87,1.38,1,<null>,<null>,<null>,<null>
F0AUS06H5Y                    ,ANZ OA Pen-Vanguard International Shares Index Hedged EF,ANZ Vanguard Intl Shares Index,Equity,5.54,0.95,1.47,1,<null>,<null>,<null>,<null>
F0AUS06H60                    ,ANZ OA Pen-Vanguard Property Securities Index EF,ANZ Vanguard Property Sec Index,Equity,0.61,0.76,0.9,1,0.99,0.99,-5.28,-4.70092
F0AUS06H61                    ,ANZ OA Pen-Vanguard Property Securities Index NEF,ANZ Vanguard Property Sec Index,Equity,0.54,0.7,0.84,1,0.99,0.99,-8.41,-7.39824
F0AUS06H9U                    ,ANZ OA Sup-Vanguard Property Securities Index EF,ANZ Vanguard Property Sec Index,Equity,0.58,0.75,0.9,0.89,0.89,0.88,-1.66,-1.74896
F0AUS06H9V                    ,ANZ OA Sup-Vanguard Property Securities Index NEF,ANZ Vanguard Property Sec Index,Equity,0.51,0.69,0.84,0.89,0.89,0.88,-2.11,-2.18992
F0AUS06HDI                    ,ANZ OA TAP-Vanguard Property Securities Index EF,ANZ Vanguard Property Sec Index,Equity,0.61,0.76,0.9,1,0.99,0.99,-5.22,-4.74286
F0AUS06HDJ                    ,ANZ OA TAP-Vanguard Property Securities Index NEF,ANZ Vanguard Property Sec Index,Equity,0.54,0.7,0.84,1,0.99,0.99,-8.4,-7.3971
F00000MYT9                    ,APPIA PIEMONTE FUNDO DE INVESTIMENTO MULTIMERCADO,APPIA PIEMONTE FUNDO DE INVESTIMENTO MULTIMERCADO,Equity,2.02,1.67,1.43,8.7,<null>,<null>,<null>,<null>
F00000MYNR                    ,AT - FUNDO DE INVESTIMENTO MULTIMERCADO CRDITO PRIVADO - INVESTIMENTO NO EXTERIOR,AT - FUNDO DE INVESTIMENTO MULTIMERCADO CRDITO PRIVADO - INVESTIMENTO NO EXTERIOR,Equity,4.51,3.05,2.05,-1.46,<null>,<null>,<null>,<null>
F0GBR04R36                    ,AXA Indice USA AC,AXA Indice USA,Equity,1.48,1.02,1.45,2.06,0.89,0.79,0.2,0.12668
F0GBR04R37                    ,AXA Indice USA AD,AXA Indice USA,Equity,1.48,1.02,1.45,2.06,0.89,0.79,0.2,0.1267
F0GBR04GA7                    ,AXA Or et Matires Premires C,AXA Or et Matires Premires,Equity,0.94,0.22,-0.04,1.42,<null>,<null>,<null>,<null>
F0GBR04R2N                    ,AXA Or et Matires Premires D,AXA Or et Matires Premires,Equity,0.94,0.22,-0.03,1.43,<null>,<null>,<null>,<null>
F0GBR06K36                    ,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg All Country Asia Pac Ex-Jpn Eq Alpha Fd A USD Acc,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg All Country Asia Pacific Ex-Japan Equity Alpha Fund,Equity,2.92,0.48,0.51,0.99,1.02,1.03,-0.19,-0.23643
F0GBR06Q3M                    ,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg All Country Asia Pac Ex-Jpn Eq Alpha Fd B EUR Acc,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg All Country Asia Pacific Ex-Japan Equity Alpha Fund,Equity,2.55,0.67,0.69,0.56,0.8,0.78,0.13,0.09066
F0000022CI                    ,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg All Country Asia Pac Ex-Jpn Eq Alpha Fd B USD Acc,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg All Country Asia Pacific Ex-Japan Equity Alpha Fund,Equity,2.82,0.43,0.46,1,1.02,1.02,-0.51,-0.53037
F0000022CH                    ,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg All Country Asia Pac Ex-Jpn Eq Alpha Fd E EUR Acc,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg All Country Asia Pacific Ex-Japan Equity Alpha Fund,Equity,2.44,0.62,0.63,0.56,0.79,0.79,0.05,-0.00279
F00000MPZ7                    ,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg US Small Cap Alpha Fund A USD Acc,AXA Rosenberg Equity Alpha Trust - AXA Rosenberg US Small Cap Alpha Fund,Equity,1.59,0.53,0.99,1.13,0.92,0.95,-0.87,-0.17074
F00000O233                    ,AXA SPDB CSI RAFI 400 Index Fund,AXA SPDB CSI RAFI 400 Index Fund,Equity,0.48,0.5,0.58,0.92,0.91,0.97,-0.15,0.22192
F00000J5DM                    ,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund A Acc,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund,Equity,1.88,0.92,0.91,0.82,0.98,0.99,-0.2,-0.40645
F00000NRQ7                    ,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund B Acc,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund,Equity,1.91,0.99,0.99,0.82,0.97,0.99,0.03,-0.06347
F00000NRQ8                    ,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund B Inc,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund,Equity,1.91,0.99,0.99,0.82,0.97,0.98,0.03,-0.07261
F00000OOVI                    ,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund C Acc,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund,Equity,1.88,0.97,0.97,0.82,0.97,0.98,-0.03,-0.17929
F00000J5DN                    ,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund K Acc,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund,Equity,1.88,0.87,0.86,0.82,0.97,0.98,-0.35,-0.58298
F0000001TR                    ,Accin Eurostoxx 50 ETF FI Cotizado Armonizado,Accin Eurostoxx 50 ETF FI Cotizado Armonizado,Equity,2.14,0.66,0.86,1.12,<null>,<null>,<null>,<null>
F0GBR06XIN                    ,Accin IBEX 35 ETF FI Cotizado Armonizado,Accin Ibex 35 ETF FI Cotizado Armonizado,Equity,1.39,0.33,0.71,0.91,<null>,<null>,<null>,<null>
F0000004HF                    ,Activariable SA de CV S.I.R.V. A,Activariable SA de CV S.I.R.V.,Equity,0.29,0.38,0.41,0.91,0.91,0.94,-0.15,-0.16038
F000000597                    ,Activariable SA de CV S.I.R.V. B,Activariable SA de CV S.I.R.V.,Equity,0.1,0.2,0.24,0.91,0.9,0.94,-0.52,-0.54853
F0GBR06S8L                    ,Aditya Birla Sun Life Index Fund Dividend Payout,Aditya Birla Sun Life Index Fund,Equity,1.58,0.57,0.94,0.96,0.98,0.96,-0.83,-0.59698
F00000Z7IC                    ,Aditya Birla Sun Life Index Fund Dividend Reinvestment,Aditya Birla Sun Life Index Fund,Equity,1.58,0.57,0.94,0.96,0.98,0.96,-0.83,-0.59698
F0GBR06S8M                    ,Aditya Birla Sun Life Index Fund Growth,Aditya Birla Sun Life Index Fund,Equity,1.58,0.57,0.95,0.96,0.98,0.96,-0.8,-0.53753
F00000MV4S                    ,Aditya Birla Sun Life Nifty ETF,Aditya Birla Sun Life Nifty ETF,Equity,1.7,0.66,1.03,0.93,0.97,0.94,0.04,0.05871
F0GBR04K9N                    ,Aktiespararna Topp Sverige (index),Aktiespararna Topp Sverige (index),Equity,2.05,0.72,1.12,1,<null>,<null>,<null>,<null>
F00000IT24                    ,Alerian MLP ETF,Alerian MLP ETF,Equity,-0.81,-0.53,-0.05,0.77,0.78,0.75,0.34,-0.21269
F0GBR05PSR                    ,Alfred Berg Indeks I,Alfred Berg Indeks,Equity,3.04,1.01,1.19,1.08,1.01,1,-0.07,-0.01741
F00000QJS2                    ,Alico De Dax Tracker EUR,Alico De Dax Tracker,Equity,1.93,0.64,0.69,0.95,1.06,1.04,-0.27,-0.53107
F00000QJRZ                    ,Alico De EuroStoxx 50 Tracker EUR,Alico De EuroStoxx 50 Tracker,Equity,1.92,0.55,0.65,1.06,<null>,<null>,<null>,<null>
F00000QJS1                    ,Alico De Global Equity Tracker EUR,Alico De Global Equity Tracker,Equity,1.57,0.7,0.96,1.46,1.07,0.86,0.16,-0.00711
F00000QJS0                    ,Alico De S&P 500 Tracker EUR,Alico De S&P 500 Tracker,Equity,3.57,0.98,1.32,1.12,1.02,0.88,0.19,-0.01561
F00000O2FB                    ,AlphaClone Alternative Alpha ETF,AlphaClone Alternative Alpha ETF,Equity,4.5,0.12,0.78,0.51,0.57,0.76,-0.81,-0.53075
F00000TFJL                    ,Amalie Invest Global AK,Amalie Invest Global AK,Equity,1.43,0.69,1.08,1.07,0.84,0.72,0.07,0.00391
F0GBR05TW9                    ,Amundi ETF CAC 40 UCITS ETF DR C,Amundi ETF CAC 40 UCITS ETF DR,Equity,2.44,0.92,1.03,1,1,1,1.8,1.7518
F00000H9YM                    ,Amundi ETF CAC 40 UCITS ETF DR D,Amundi ETF CAC 40 UCITS ETF DR,Equity,2.44,0.92,1.03,1,1,1,1.81,1.79266
F00000MFKI                    ,Amundi ETF Euro Corporate Ex Financials iBoxx UCITS ETF,Amundi ETF Euro Corporate Ex Financials iBoxx UCITS ETF,Equity,0.56,0.8,1.05,1.23,0.94,0.98,-0.43,-0.79123
F00000MFKJ                    ,Amundi ETF Euro Corporate Financials iBoxx UCITS ETF,Amundi ETF Euro Corporate Financials iBoxx UCITS ETF,Equity,1.03,0.77,1.04,0.89,0.89,0.9,-0.79,-1.30344
F000003VG8                    ,Amundi ETF Euro Corporates UCITS ETF C,Amundi ETF Euro Corporates UCITS ETF,Equity,0.72,0.83,1.08,1.04,0.89,0.92,-1,-1.75621
F000003VG7                    ,Amundi ETF Euro Inflation UCITS ETF,Amundi ETF Euro Inflation UCITS ETF,Equity,0.53,0.53,0.72,1.02,1.01,1,0.4,0.95896
F00000J4BS                    ,Amundi ETF Euro Stoxx 50 UCITS ETF DR EUR,Amundi ETF Euro Stoxx 50 UCITS ETF DR,Equity,2.11,0.65,0.85,1.14,<null>,<null>,<null>,<null>
F00000259R                    ,Amundi ETF Euro Stoxx 50 UCITS ETF DR EUR C,Amundi ETF Euro Stoxx 50 UCITS ETF DR,Equity,2.11,0.65,0.85,1.14,<null>,<null>,<null>,<null>
F00000J47N                    ,Amundi ETF Euro Stoxx Small Cap UCITS ETF,Amundi ETF Euro Stoxx Small Cap UCITS ETF,Equity,3.01,0.95,0.99,0.98,<null>,<null>,<null>,<null>
F0000045VD                    ,Amundi ETF FTSE EPRA Europe Real Estate UCITS ETF,Amundi ETF FTSE EPRA Europe Real Estate UCITS ETF,Equity,1.39,0.61,0.84,1,1,1.02,-3.91,-0.75144
F00000ITTA                    ,Amundi ETF FTSE MIB UCITS ETF,Amundi ETF FTSE MIB UCITS ETF,Equity,2.18,0.51,0.65,0.95,<null>,<null>,<null>,<null>
F00000LO5T                    ,Amundi ETF Global Emerging Bond Markit iBoxx UCITS ETF,Amundi ETF Global Emerging Bond Markit iBoxx UCITS ETF,Equity,0.27,0.44,0.25,1.26,1.1,1.18,-1.05,-0.92042
F000003VG5                    ,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF,Equity,0.49,0.75,1.23,1.07,<null>,<null>,<null>,<null>
F000003VG1                    ,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF,Equity,-0.07,0.61,1.09,1.59,1.63,1.65,0.51,0.99273
F000003VG4                    ,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 3-5 UCITS ETF,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 3-5 UCITS ETF,Equity,0.65,0.94,1.35,0.38,0.28,0.37,-0.5,-0.81161
F000003VG3                    ,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 5-7 UCITS ETF,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 5-7 UCITS ETF,Equity,0.37,0.8,1.33,0.68,0.57,0.69,-0.37,-0.27004
F000003VG0                    ,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 7-10 UCITS ETF,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 7-10 UCITS ETF,Equity,0.25,0.74,1.22,1.14,1.01,1.09,0.54,0.94899
F000003VG6                    ,Amundi ETF Govt Bond EuroMTS Broad Investment Grade UCITS ETF,Amundi ETF Govt Bond EuroMTS Broad Investment Grade UCITS ETF,Equity,-0.02,0.6,1.05,1,1.02,1.03,-0.47,-0.20579
F00000NXYS                    ,Amundi ETF Govt Bond Highest Rated EuroMTS Investment Grade 1-3 UCITS ETF,Amundi ETF Govt Bond Highest Rated EuroMTS Investment Grade 1-3 UCITS ETF,Equity,-0.36,0.04,0.06,0.11,0.06,0.08,-0.69,-1.18684
F00000LJ8D                    ,Amundi ETF Govt Bond Highest Rated EuroMTS Investment Grade UCITS ETF,Amundi ETF Govt Bond Highest Rated EuroMTS Investment Grade UCITS ETF,Equity,-0.23,0.47,0.71,0.97,1,0.96,-0.7,-1.15707
F00000ITTD                    ,Amundi ETF Govt Bond Lowest Rated EuroMTS Investment Grade UCITS ETF C,Amundi ETF Govt Bond Lowest Rated EuroMTS Investment Grade UCITS ETF,Equity,0.1,0.66,1.28,1.06,1.06,1.1,0.27,1.045
F00000P7BR                    ,Amundi ETF Japan Topix UCITS ETF Daily Hedged EUR,Amundi ETF Japan Topix UCITS ETF,Equity,3.52,0.7,1.17,0.99,<null>,<null>,<null>,<null>
F000003WJV                    ,Amundi ETF Leveraged CAC 40 Daily UCITS ETF,Amundi ETF Leveraged CAC 40 Daily UCITS ETF,Equity,2.36,0.82,0.94,2.03,2.04,2.04,0.78,0.90226
F000003WJW                    ,Amundi ETF Leveraged Euro Stoxx 50 Daily UCITS ETF,Amundi ETF Leveraged Euro Stoxx 50 Daily UCITS ETF,Equity,2.02,0.54,0.74,1.62,1.76,1.58,0.49,0.67475
F000003WJX                    ,Amundi ETF Leveraged MSCI USA Daily UCITS ETF EUR,Amundi ETF Leveraged MSCI USA Daily UCITS ETF,Equity,1.5,0.97,1.43,4.12,1.77,1.57,0.72,1.01925
