SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,SHARE_CLASS_COUNTER,FUND_FAMILY_NAME,MSTAR_CATEGORY_NAME,MSTAR_GLOB_CATEGORY_NAME,MSTAR_BROAD_CATEGORY,COMMON_SOURCE_SYSTEM,RETURN_NET_1M,RETURN_NET_2M,RETURN_NET_3M,RETURN_NET_6M,RETURN_NET_1Y,RETURN_NET_2Y,RETURN_NET_3Y,RETURN_NET_4Y,RETURN_NET_5Y
F0AUS05EHS                    ,AMP Flexible Lifetime Investment-AMP Australian Share Enhanced Index,AMP Australian Share Enhanced Index AMPCI,2,AMP Group           ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.86,3.72,4.46,1.13,13.66,8.8,5.07,5,8.47
F000002EVF                    ,AMP GIP Vanguard Australian Shares Index,AMP GIP Vanguard Australian Shares Index,1,AMP Group           ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.81,3.77,4.42,1.53,14.18,9.39,5.49,5.24,8.51
F000002EVH                    ,AMP GIP Vanguard International SharesIdx,AMP GIP Vanguard International SharesIdx,1,AMP Group           ,Equity World Large Blend,Global Equity Large Cap,Equity,AUS-NZL,4.04,7.5,8.19,6.3,20.03,6.04,11.83,12.85,17.09
F000002EVG                    ,AMP GIP Vanguard Int Shares Index (Hgd),AMP GIP Vanguard Intnl Shares Idx (Hgd),1,AMP Group           ,Equity World - Currency Hedged,Global Equity,Equity,AUS-NZL,2.45,4.95,5.05,8.28,21.49,11.28,9.69,10.65,14.04
F000005LOX                    ,AMP Generations - Balanced Index,AMP Generations - Balanced Index,1,AMP Group           ,Multisector Growth,Aggressive Allocation,Allocation,AUS-NZL,2.5,3.31,3.71,2.66,11.08,6.26,6.36,6.8,8.94
F000005LP4                    ,AMP Generations - Growth Index,AMP Generations - Growth Index,1,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,2.97,4.06,4.53,3.32,13.86,7.32,7.32,7.76,10.6
F000005LOV                    ,AMP Generations - Moderately Defensv Idx,AMP Generations - Moderately Defensv Idx,1,AMP Group           ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.75,2.17,2.42,1.96,7.69,4.97,5.21,5.71,7.15
F000005G6K                    ,AMP Flexible Lifetime & CustomSuper-Global Bond Index,AMP Global Bond Index,1,AMP Group           ,Bonds - Global,Global Fixed Income,Fixed Income,AUS-NZL,0.23,-0.26,0.47,0.51,-0.3,2.02,2.32,3.04,2.83
F000005G5G                    ,AMP Flexible Lifetime Allocated Pension-Global Bond Index,AMP Global Bond Index,2,AMP Group           ,Bonds - Global,Global Fixed Income,Fixed Income,AUS-NZL,0.25,-0.31,0.51,0.71,-0.2,2.24,2.49,3.3,3.05
F000005G3J                    ,AMP SignatureSuper Alloc Pen-Global Bond Index,AMP Global Bond Index,3,AMP Group           ,Bonds - Global,Global Fixed Income,Fixed Income,AUS-NZL,0.32,-0.18,0.7,1.21,0.66,3.07,3.34,4.12,3.86
F000005G5Q                    ,AMP SignatureSuper-Global Bond Index,AMP Global Bond Index,4,AMP Group           ,Bonds - Global,Global Fixed Income,Fixed Income,AUS-NZL,0.29,-0.15,0.63,0.84,0.34,2.68,2.98,3.71,3.5
F0AUS05Y4X                    ,AMP Prem PSS ACI Global Shares Index,AMP Prem PSS ACI Global Shares Index,1,AMP Group           ,Equity Region World,Global Equity,Equity,AUS-NZL,7.25,9.72,13.71,8.98,26.94,9.36,13.01,12.74,15.1
F0AUS05Y4Y                    ,AMP Prem PSS ACI Global Shares Index Hdg,AMP Prem PSS ACI Global Shares Index Hdg,1,AMP Group           ,Equity Region World - Hedged,Global Equity,Equity,AUS-NZL,1.33,4.05,1.91,8.13,20.46,13.02,10.29,10.62,14.14
F0AUS05Y4U                    ,AMP Prem PSS ACI NZ Shares Index,AMP Prem PSS ACI NZ Shares Index,1,AMP Group           ,Equity Region NZ,New Zealand Equity,Equity,AUS-NZL,2.68,4.5,6.18,10.64,17.42,17.04,15.39,14.11,16.11
F0AUS05Y4R                    ,AMP Prem PSS SSgA Global Fixed Int Index,AMP Prem PSS SSgA Global Fixed Int Index,1,AMP Group           ,Global Bond,Global Fixed Income,Fixed Income,AUS-NZL,0.44,-0.2,0.85,1.2,0.58,3.15,4.17,4.96,4.62
F0AUS05Y46                    ,AMP Prem PUT SSgA Global Fixed Int Index,AMP Prem PUT SSgA Global Fixed Int Index,1,AMP Group           ,Global Bond,Global Fixed Income,Fixed Income,AUS-NZL,0.42,-0.18,0.8,1.07,0.58,3.03,4.01,4.85,4.52
F0AUS05Y4C                    ,AMP Prem PUT SSgA Global Shares Index,AMP Prem PUT SSgA Global Shares Index,1,AMP Group           ,Equity Region World,Global Equity,Equity,AUS-NZL,7.22,9.71,13.75,9.74,27.45,9.84,12.26,12.57,14.99
F0AUS05Y4D                    ,AMP Prem PUT SSgA Global Shares IndexHdg,AMP Prem PUT SSgA Global Shares IndexHdg,1,AMP Group           ,Equity Region World - Hedged,Global Equity,Equity,AUS-NZL,1.52,4.44,3.41,7.32,19.48,10.78,10.57,11.61,15.26
F00000H4G7                    ,AMP Flexible Lifetime & CustomSuper-Property Index,AMP Property Index,1,AMP Group           ,Equity Australia Real Estate,Real Estate Sector Equity,Equity,AUS-NZL,1.86,2.37,3.46,-2.71,5.17,4.6,7.77,8.96,9.15
F00000H4GJ                    ,AMP Flexible Lifetime Allocated Pension-Property Index,AMP Property Index,2,AMP Group           ,Equity Australia Real Estate,Real Estate Sector Equity,Equity,AUS-NZL,2.06,2.46,3.61,-2.91,5.76,4.86,8.16,9.64,9.94
F00000H4HU                    ,AMP SignatureSuper Alloc Pen-Property Index,AMP Property Index,3,AMP Group           ,Equity Australia Real Estate,Real Estate Sector Equity,Equity,AUS-NZL,2.13,2.58,3.79,-2.56,6.52,5.66,8.97,10.45,10.79
F00000H4I2                    ,AMP SignatureSuper-Property Index,AMP Property Index,4,AMP Group           ,Equity Australia Real Estate,Real Estate Sector Equity,Equity,AUS-NZL,1.91,2.48,3.62,-2.41,5.91,5.29,8.42,9.62,9.88
F0AUS05EKD                    ,AMP SignatureSuper Balanced Index,AMP Signature Super Balanced Index,1,AMP Group           ,Multisector Growth,Aggressive Allocation,Allocation,AUS-NZL,2.37,3.32,3.77,2.67,10.03,5.6,6.48,6.95,8.99
F0AUS05EHT                    ,AMP Flexible Lifetime & CustomSuper Australian Share Index,AMP Super Australian Share Index,1,AMP Group           ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.58,3.64,4.28,1.66,13.79,9.22,5.75,5.39,8.6
F0AUS05EHU                    ,AMP Flexible Lifetime - Allocated Pension Australian Share Index,AMP Super Australian Share Index,2,AMP Group           ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.87,3.96,4.61,1.69,14.69,10.16,6.36,6.1,9.6
F0AUS05HTT                    ,AMP Flexible Lifetime - Term Pension Australian Share Index,AMP Super Australian Share Index,3,AMP Group           ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.87,3.96,4.61,1.69,14.69,10.16,6.36,6.1,9.6
F0AUS071FY                    ,AMP SignatureSuper Alloc Pen Australian Share Index,AMP Super Australian Share Index,4,AMP Group           ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.93,4.08,4.8,2.06,15.5,10.98,7.14,6.89,10.41
F0AUS05EHR                    ,AMP SignatureSuper Australian Share Index,AMP Super Australian Share Index,5,AMP Group           ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.63,3.75,4.43,1.97,14.37,9.91,6.41,6.06,9.29
F00000H4FX                    ,AMP Flexible Lifetime & CustomSuper Cautious Index,AMP Super Cautious Index,1,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.3,1.39,1.74,1.09,3.91,2.36,3.28,3.77,4.57
F00000H4G9                    ,AMP Flexible Lifetime - Allocated Pension Cautious Index,AMP Super Cautious Index,2,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.43,1.44,1.81,1.23,4.15,2.53,3.49,4.06,4.94
F00000H4HI                    ,AMP SignatureSuper Alloc Pen Cautious Index,AMP Super Cautious Index,3,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.5,1.55,1.99,1.59,4.88,3.3,4.28,4.84,5.73
F00000H4HY                    ,AMP SignatureSuper Cautious Index,AMP Super Cautious Index,4,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.35,1.49,1.89,1.4,4.44,2.98,3.91,4.41,5.22
F0AUS05ZD1                    ,AMP Flexible Lifetime & CustomSuper Conservative Index,AMP Super Conservative Index,1,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.15,1.41,1.69,0.99,3.61,2.36,3.15,3.58,4.25
F0AUS05ZB8                    ,AMP Flexible Lifetime - Allocated Pension Conservative Index,AMP Super Conservative Index,2,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.28,1.5,1.81,1.06,3.91,2.52,3.37,3.89,4.62
F0AUS05ZBI                    ,AMP Flexible Lifetime - Term Pension Conservative Index,AMP Super Conservative Index,3,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.28,1.5,1.81,1.06,3.91,2.52,3.37,3.89,4.62
F0AUS071FM                    ,AMP SignatureSuper Alloc Pen Conservative Index,AMP Super Conservative Index,4,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.34,1.62,1.99,1.51,4.73,3.36,4.17,4.68,5.41
F0AUS05EKE                    ,AMP SignatureSuper Conservative Index,AMP Super Conservative Index,5,AMP Group           ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.2,1.51,1.85,1.3,4.23,2.99,3.78,4.24,4.9
F00000H4FY                    ,AMP Flexible Lifetime & CustomSuper Growth Index,AMP Super Growth Index,1,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,2.77,3.53,4.01,2.97,11.97,5.94,6.91,7.33,9.8
F00000H4GA                    ,AMP Flexible Lifetime - Allocated Pension Growth Index,AMP Super Growth Index,2,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3,3.39,3.86,2.81,12.52,6.25,7.25,7.75,10.45
F00000H4HK                    ,AMP SignatureSuper Alloc Pen Growth Index,AMP Super Growth Index,3,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3.06,3.5,4.03,3.18,13.28,6.95,8.01,8.49,11.21
F00000H4I0                    ,AMP SignatureSuper Growth Index,AMP Super Growth Index,4,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,2.82,3.63,4.15,3.29,12.62,6.61,7.56,8.01,10.5
F00000H4FZ                    ,AMP Flexible Lifetime & CustomSuper High Growth Index,AMP Super High Growth Index,1,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,2.93,3.95,4.48,3.12,13.45,6.48,7.57,8.07,11.31
F00000H4GB                    ,AMP Flexible Lifetime - Allocated Pension High Growth Index,AMP Super High Growth Index,2,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3.34,3.93,4.48,2.9,13.9,6.79,7.89,8.4,11.94
F00000H4HL                    ,AMP SignatureSuper Alloc Pen High Growth Index,AMP Super High Growth Index,3,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3.4,4.04,4.65,3.38,14.8,7.57,8.66,9.25,12.8
F00000H4HV                    ,AMP SignatureSuper High Growth Index,AMP Super High Growth Index,4,AMP Group           ,Multisector Aggressive,Aggressive Allocation,Allocation,AUS-NZL,3.11,4.18,4.76,3.56,14.1,7.17,8.24,8.78,12.03
F0AUS05HRR                    ,AMP Flexible Lifetime & CustomSuper International Share Index,AMP Super International Share Index,1,AMP Group           ,Equity World Large Blend,Global Equity Large Cap,Equity,AUS-NZL,3.77,7.18,7.81,5.66,18.65,5.48,10.87,11.7,15.5
F0AUS05HR2                    ,AMP Flexible Lifetime - Allocated Pension International Share Index,AMP Super International Share Index,2,AMP Group           ,Equity World Large Blend,Global Equity Large Cap,Equity,AUS-NZL,4.02,7.39,8.03,6.11,19.61,5.74,11.16,12.21,16.48
F0AUS05HU3                    ,AMP Flexible Lifetime - Term Pension International Share Index,AMP Super International Share Index,3,AMP Group           ,Equity World Large Blend,Global Equity Large Cap,Equity,AUS-NZL,4.02,7.39,8.03,6.11,19.61,5.74,11.16,12.21,16.48
F0AUS071G5                    ,AMP SignatureSuper Alloc Pen International Share Index,AMP Super International Share Index,4,AMP Group           ,Equity World Large Blend,Global Equity Large Cap,Equity,AUS-NZL,4.09,7.52,8.22,6.34,20.53,6.58,12.12,13.06,17.35
F0AUS05EKF                    ,AMP SignatureSuper International Share Index,AMP Super International Share Index,5,AMP Group           ,Equity World Large Blend,Global Equity Large Cap,Equity,AUS-NZL,3.83,7.29,7.97,6.03,19.42,6.19,11.6,12.42,16.23
F00000H4G0                    ,AMP Flexible Lifetime & CustomSuper Moderately Conservative Index,AMP Super Moderately Conservative Index,1,AMP Group           ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.72,2.12,2.48,1.8,6.58,3.77,4.72,5.18,6.58
F00000H4GC                    ,AMP Flexible Lifetime - Allocated Pension Mod Conservative Index,AMP Super Moderately Conservative Index,2,AMP Group           ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.91,2.06,2.43,1.72,6.89,3.96,4.99,5.51,7.04
F00000H4HH                    ,AMP SignatureSuper Alloc Pen Moderately Conservative Index,AMP Super Moderately Conservative Index,3,AMP Group           ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.97,2.26,2.69,2.28,7.83,4.77,5.77,6.31,7.84
F00000H4HT                    ,AMP SignatureSuper Moderately Conservative Index,AMP Super Moderately Conservative Index,4,AMP Group           ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.77,2.21,2.63,2.12,7.32,4.44,5.36,5.84,7.24
F000005MM5                    ,ANZ ASA Vanguard International Idx,ANZ ASA Vanguard International Idx,1,OnePath/ANZ Group   ,Equity World Large Blend,Global Equity Large Cap,Equity,AUS-NZL,3.84,7,7.76,6.23,19.41,6.71,12.19,13.08,16.95
F000005GF4                    ,ANZ OA Pen-MoneyForLife Index Balanced DEF,ANZ MoneyForLife Index Balanced,1,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,2.04,2.62,2.81,2.7,9.89,5.92,4.62,5.03,6.87
F000005GF6                    ,ANZ OA Pen-MoneyForLife Index Balanced EF,ANZ MoneyForLife Index Balanced,2,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,2.1,2.75,3.01,3.09,10.72,6.72,5.41,5.82,7.68
F000005GEV                    ,ANZ OA Sup-MoneyForLife Index Balanced DEF,ANZ MoneyForLife Index Balanced,3,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.84,2.37,2.51,2.47,8.86,5.52,4.3,4.6,6.21
F000005GEU                    ,ANZ OA Sup-MoneyForLife Index Balanced EF,ANZ MoneyForLife Index Balanced,4,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.9,2.49,2.67,2.8,9.56,6.19,4.96,5.27,6.9
F00000LN20                    ,OA Frontier AP-MoneyForLife Index Balanced,ANZ MoneyForLife Index Balanced,5,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,2.18,2.9,3.22,3.54,11.67,7.63,6.31,6.72,8.59
F00000LN21                    ,OA Frontier PS-MoneyForLife Index Balanced,ANZ MoneyForLife Index Balanced,6,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.95,2.61,2.87,3.19,10.39,7,5.77,6.08,7.71
F000005GF5                    ,OnePath OA AP-MoneyForLife Index Balanced-EF/Sel,ANZ MoneyForLife Index Balanced,7,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,2.1,2.75,3,3.1,10.72,6.72,5.41,5.82,7.67
F000005GF7                    ,OnePath OA AP-MoneyForLife Index Balanced-NEF,ANZ MoneyForLife Index Balanced,8,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,2.04,2.63,2.82,2.71,9.89,5.92,4.62,5.03,6.87
F000005GFG                    ,OnePath OA PS-MoneyForLife Index Balanced-EF/Sel,ANZ MoneyForLife Index Balanced,9,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.9,2.48,2.67,2.8,9.55,6.19,4.96,5.27,6.89
F000005GFE                    ,OnePath OA PS-MoneyForLife Index Balanced-NEF,ANZ MoneyForLife Index Balanced,10,OnePath/ANZ Group   ,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.84,2.37,2.51,2.47,8.86,5.52,4.29,4.6,6.21
F000005GF0                    ,ANZ OA Pen-MoneyForLife Index Conservative DEF,ANZ MoneyForLife Indx Conservative,1,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.38,1.57,1.64,1.39,5.34,3.51,2.97,3.33,4.29
F000005GF2                    ,ANZ OA Pen-MoneyForLife Index Conservative EF,ANZ MoneyForLife Indx Conservative,2,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.44,1.69,1.83,1.77,6.13,4.29,3.75,4.11,5.08
F000005GEZ                    ,ANZ OA Sup-MoneyForLife Index Conservative DEF,ANZ MoneyForLife Indx Conservative,3,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.23,1.4,1.47,1.25,4.77,3.19,2.73,3.03,3.87
F000005GEX                    ,ANZ OA Sup-MoneyForLife Index Conservative EF,ANZ MoneyForLife Indx Conservative,4,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.28,1.51,1.63,1.57,5.44,3.85,3.39,3.69,4.54
F00000LN22                    ,OA Frontier AP-MoneyForLife Index Conservative,ANZ MoneyForLife Indx Conservative,5,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.52,1.85,2.05,2.22,7.03,5.18,4.63,5,5.98
F00000LN23                    ,OA Frontier PS-MoneyForLife Index Conservative,ANZ MoneyForLife Indx Conservative,6,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.34,1.64,1.83,1.96,6.25,4.65,4.18,4.49,5.34
F000005GF9                    ,OnePath OA AP-MoneyForLife Index Conservative-EF/Sel,ANZ MoneyForLife Indx Conservative,7,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.45,1.7,1.83,1.77,6.13,4.29,3.75,4.11,5.08
F000005GFB                    ,OnePath OA AP-MoneyForLife Index Conservative-NEF,ANZ MoneyForLife Indx Conservative,8,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.38,1.57,1.64,1.39,5.34,3.51,2.97,3.33,4.29
F000005GFC                    ,OnePath OA PS-MoneyForLife Index Conservative-EF/Sel,ANZ MoneyForLife Indx Conservative,9,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.28,1.51,1.64,1.57,5.44,3.85,3.39,3.69,4.54
F000005GFA                    ,OnePath OA PS-MoneyForLife Index Conservative-NEF,ANZ MoneyForLife Indx Conservative,10,OnePath/ANZ Group   ,Multisector Moderate,Moderate Allocation,Allocation,AUS-NZL,1.23,1.4,1.47,1.24,4.76,3.19,2.73,3.03,3.87
F000005MM1                    ,ANZ ASA-Vanguard Australian Shares Index,ANZ Vanguard Australian Shr Index,1,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.49,3.69,4.61,2.46,15.06,10.6,7.11,6.83,9.82
F0AUS06H5W                    ,ANZ OA Pen-Vanguard Australian Shares Index EF,ANZ Vanguard Australian Shr Index,2,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.8,3.9,4.84,2.09,15.42,10.67,6.85,6.56,9.86
F0AUS06H5X                    ,ANZ OA Pen-Vanguard Australian Shares Index NEF,ANZ Vanguard Australian Shr Index,3,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.74,3.77,4.64,1.7,14.56,9.85,6.05,5.76,9.04
F0AUS06H9Q                    ,ANZ OA Sup-Vanguard Australian Shares Index EF,ANZ Vanguard Australian Shr Index,4,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.41,3.53,4.37,2,14.03,9.62,6.15,5.88,8.85
F0AUS06H9R                    ,ANZ OA Sup-Vanguard Australian Shares Index NEF,ANZ Vanguard Australian Shr Index,5,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.35,3.43,4.21,1.67,13.31,8.92,5.47,5.21,8.16
F0AUS06HDE                    ,ANZ OA TAP-Vanguard Australian Shares Index EF,ANZ Vanguard Australian Shr Index,6,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.8,3.9,4.84,2.09,15.42,10.67,6.85,6.56,9.86
F0AUS06HDF                    ,ANZ OA TAP-Vanguard Australian Shares Index NEF,ANZ Vanguard Australian Shr Index,7,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.74,3.77,4.64,1.71,14.56,9.85,6.05,5.76,9.04
F00000LN49                    ,OA Frontier AP-Vanguard Australian Shares Index,ANZ Vanguard Australian Shr Index,8,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.87,4.04,5.05,2.5,16.34,11.55,7.7,7.4,10.73
F00000LN37                    ,OA Frontier PS-Vanguard Australian Shares Index,ANZ Vanguard Australian Shr Index,9,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.47,3.66,4.57,2.38,14.88,10.43,6.94,6.67,9.66
F0AUS05K3G                    ,OnePath Integra-Vanguard Australian Shares Index,ANZ Vanguard Australian Shr Index,10,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.46,3.57,4.39,1.8,13.87,9.22,6.24,5.72,8.84
F0AUS060A3                    ,OnePath OA AP-Vanguard Australian Shares Index-EF/Sel,ANZ Vanguard Australian Shr Index,11,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.96,4.12,4.44,2.06,16.58,11.7,7.15,6.76,10.25
F0AUS060A4                    ,OnePath OA AP-Vanguard Australian Shares Index-NEF,ANZ Vanguard Australian Shr Index,12,OnePath/ANZ Group   ,Equity Australia Large Blend,Australia Equity,Equity,AUS-NZL,3.89,3.99,4.24,1.67,15.7,10.86,6.35,5.96,9.42
